CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
7.56,7,1,2,9,5,9,2,Yes,Tier 1,5,2,2,4,8,1,1,0,Yes,No
7.51,2,5,1,6,8,8,6,No,Tier 2,4,6,10,2,10,8,3,3,Yes,Yes
8.99,7,3,0,6,7,10,7,Yes,Tier 3,5,4,10,4,10,9,9,2,No,Yes
8.25,6,3,1,6,7,1,7,No,Tier 1,3,6,5,2,9,9,8,2,Yes,Yes
8.51,5,0,2,7,2,3,1,Yes,Tier 3,2,1,5,6,4,5,10,1,No,No
8.98,4,1,3,4,1,6,4,Yes,Tier 1,5,2,6,10,10,4,3,3,Yes,Yes
9.45,1,4,1,4,4,3,7,No,Tier 3,5,1,3,2,5,9,4,4,Yes,Yes
6.69,2,3,2,9,8,9,6,No,Tier 1,0,9,2,4,7,1,7,0,Yes,Yes
6.88,7,4,3,7,1,10,3,Yes,Tier 2,3,6,3,8,9,6,3,3,Yes,No
5.47,10,1,0,10,2,10,10,No,Tier 1,4,8,4,8,8,10,9,0,Yes,Yes
7.89,3,1,1,6,7,2,10,Yes,Tier 1,5,2,8,6,7,6,5,4,Yes,No
5.18,5,0,0,1,5,6,1,Yes,Tier 2,3,6,7,3,3,3,9,1,Yes,Yes
7.33,8,2,0,7,6,2,5,No,Tier 1,1,9,1,2,3,5,1,1,No,No
7.71,8,5,2,6,8,3,8,Yes,Tier 2,2,6,7,9,4,9,9,3,Yes,Yes
6.43,6,0,2,4,9,10,3,No,Tier 2,0,2,3,9,1,10,5,1,No,No
7.95,5,4,3,8,8,9,5,Yes,Tier 3,2,4,4,10,7,9,4,1,No,Yes
5.15,2,0,0,7,1,9,9,Yes,Tier 2,1,5,10,1,9,7,7,0,Yes,Yes
5.19,9,1,2,8,4,2,8,Yes,Tier 2,0,4,7,9,5,5,7,2,Yes,Yes
9.11,1,3,2,9,5,8,9,No,Tier 1,3,7,2,5,10,7,4,0,No,Yes
6.8,2,5,0,1,9,3,5,No,Tier 1,0,8,9,9,10,10,9,4,Yes,No
5.64,1,5,3,3,6,2,3,No,Tier 2,4,5,5,2,6,2,3,3,No,No
7.61,4,2,0,2,6,10,9,No,Tier 3,1,1,4,7,5,8,4,3,Yes,Yes
8.85,4,1,3,3,3,8,4,No,Tier 1,5,1,9,1,6,7,2,1,Yes,No
6.08,5,5,3,2,2,3,1,Yes,Tier 1,4,3,9,1,1,8,10,2,No,No
8.11,5,5,2,6,2,8,2,Yes,Tier 2,1,9,2,8,6,2,6,2,Yes,No
5.43,8,3,0,9,7,6,8,Yes,Tier 2,3,2,9,8,8,6,6,1,Yes,Yes
5.26,3,4,0,2,5,1,2,No,Tier 3,3,6,1,7,5,2,5,0,No,Yes
7.66,6,4,2,4,10,2,6,Yes,Tier 2,4,3,1,8,1,8,7,4,Yes,Yes
7.7,3,4,1,5,1,2,5,No,Tier 1,1,2,6,7,5,2,6,1,Yes,Yes
8.19,2,0,1,5,5,7,9,No,Tier 2,1,1,1,8,10,1,7,2,Yes,Yes
8.63,8,4,0,1,1,6,8,No,Tier 1,3,3,6,2,2,10,5,2,No,Yes
9.88,1,4,2,6,9,2,1,Yes,Tier 3,2,4,6,5,1,9,10,1,Yes,Yes
7.58,9,0,3,5,8,1,3,Yes,Tier 2,4,3,9,6,5,6,8,4,Yes,Yes
6.61,7,3,3,6,4,5,5,No,Tier 2,4,9,7,8,10,6,1,5,No,No
8.98,10,1,0,4,1,2,8,No,Tier 2,1,8,2,1,8,6,9,2,No,No
6.35,4,5,2,6,8,10,7,No,Tier 1,5,0,1,4,4,1,2,2,Yes,Yes
7.19,3,2,0,9,5,10,2,Yes,Tier 2,0,8,3,7,5,8,10,1,Yes,No
5.39,6,5,0,1,1,6,7,No,Tier 1,5,7,2,8,9,4,6,0,Yes,Yes
5.13,9,4,2,6,2,2,5,Yes,Tier 2,3,8,8,5,9,1,6,1,No,Yes
9.81,9,4,0,1,5,9,6,Yes,Tier 1,5,2,10,6,4,1,5,1,Yes,Yes
9.18,4,5,3,7,9,5,8,No,Tier 2,3,8,10,8,6,1,9,0,Yes,Yes
8.48,10,5,1,4,10,7,5,No,Tier 2,5,8,4,8,2,7,5,3,No,Yes
7.04,5,4,3,6,8,4,9,No,Tier 3,2,1,3,8,3,6,2,0,Yes,Yes
5.87,9,0,1,7,10,2,1,Yes,Tier 3,0,2,2,3,1,7,7,5,Yes,No
5.78,2,0,2,5,8,3,5,No,Tier 2,0,7,1,3,1,7,8,0,No,No
6.25,2,0,0,9,9,5,1,No,Tier 1,0,6,7,8,6,5,10,5,Yes,Yes
7.75,5,2,1,8,2,1,1,No,Tier 2,2,1,2,7,6,7,10,4,Yes,Yes
8.57,1,1,2,3,7,4,1,No,Tier 1,3,9,1,2,5,2,3,3,Yes,Yes
8.3,8,4,2,1,10,4,5,Yes,Tier 2,0,8,6,10,1,1,2,0,No,Yes
6.4,5,3,2,10,5,2,9,No,Tier 1,3,1,4,2,10,10,1,1,No,Yes
9.77,10,5,3,8,3,9,2,Yes,Tier 3,3,0,3,8,2,5,1,4,Yes,Yes
8.69,2,5,3,4,10,6,6,Yes,Tier 1,2,8,2,3,9,1,10,4,No,Yes
7.77,9,4,1,7,8,9,5,No,Tier 1,3,3,6,1,7,7,6,3,No,Yes
8.06,2,4,1,4,2,6,7,Yes,Tier 1,1,5,4,2,8,2,3,4,Yes,No
7.1,7,4,3,7,4,2,7,No,Tier 2,3,4,10,8,8,5,10,0,Yes,Yes
6.24,8,5,1,1,5,1,3,Yes,Tier 2,1,3,6,7,1,3,1,4,Yes,Yes
6.78,6,4,1,1,5,4,6,No,Tier 1,0,3,4,6,4,1,5,5,Yes,No
8.79,7,5,0,2,4,1,3,No,Tier 2,5,2,10,3,3,10,1,4,No,Yes
5.07,1,1,1,5,3,8,2,Yes,Tier 3,1,3,9,7,7,3,9,4,Yes,Yes
5.58,4,3,2,10,3,1,5,No,Tier 1,0,3,6,8,3,4,4,1,Yes,Yes
5.23,7,0,0,6,5,5,4,Yes,Tier 2,5,6,6,10,8,9,1,5,Yes,Yes
5.2,1,3,1,2,10,9,4,No,Tier 2,1,8,9,7,6,4,10,5,Yes,Yes
9.28,1,4,0,1,6,1,4,No,Tier 2,1,9,4,9,3,7,5,3,Yes,No
8.52,6,3,2,9,1,4,8,Yes,Tier 2,0,3,8,9,1,6,9,0,Yes,No
7.37,4,4,1,7,4,8,1,Yes,Tier 2,2,5,4,6,8,1,6,5,No,Yes
5.49,3,3,0,8,10,8,3,Yes,Tier 2,3,5,7,2,8,5,9,4,Yes,Yes
7.46,5,2,1,6,10,1,9,No,Tier 2,1,4,9,10,9,5,7,2,Yes,No
7.37,9,3,0,9,6,8,3,Yes,Tier 2,4,4,3,1,7,10,10,0,Yes,Yes
5.87,10,0,0,8,2,3,1,Yes,Tier 1,2,8,5,8,8,4,1,5,Yes,No
7.17,10,0,2,4,10,7,5,No,Tier 2,5,1,1,10,1,2,6,1,No,No
6.99,10,3,2,5,5,10,4,No,Tier 2,3,5,4,1,1,9,6,5,Yes,Yes
8.08,3,5,1,2,9,1,10,Yes,Tier 2,2,8,3,9,7,1,7,5,Yes,Yes
8.18,5,5,3,1,3,5,8,No,Tier 3,2,2,3,8,7,8,1,3,Yes,Yes
5.23,10,5,1,6,3,4,9,Yes,Tier 3,0,3,6,8,3,6,5,1,Yes,Yes
6.87,5,3,0,3,9,4,10,Yes,Tier 1,4,5,6,10,6,9,5,1,Yes,Yes
8.13,9,5,2,4,3,5,5,No,Tier 2,3,6,2,10,6,4,3,5,Yes,No
7.52,10,1,2,1,4,3,1,Yes,Tier 1,2,2,6,5,6,9,7,3,Yes,Yes
9.28,4,3,0,6,9,7,4,Yes,Tier 2,0,7,2,7,4,3,3,0,Yes,Yes
8.29,1,0,3,8,4,2,3,No,Tier 2,3,8,10,6,9,4,4,1,Yes,Yes
5.81,10,5,2,10,5,1,6,Yes,Tier 1,0,1,2,9,4,9,5,4,No,Yes
5.35,5,2,3,4,2,6,2,Yes,Tier 2,3,6,9,5,4,2,10,1,Yes,No
8.21,1,5,2,10,8,1,5,No,Tier 1,2,6,8,9,10,2,7,0,No,Yes
5.13,6,0,0,8,9,7,8,Yes,Tier 1,1,2,7,2,5,7,4,2,Yes,Yes
7.93,10,1,1,10,10,8,5,No,Tier 2,5,1,1,1,2,5,8,2,Yes,Yes
9.7,10,3,1,3,4,2,5,Yes,Tier 3,5,8,3,2,6,1,9,3,Yes,Yes
7.88,7,5,3,7,3,4,8,Yes,Tier 2,4,6,9,3,7,4,9,3,Yes,Yes
6.94,1,2,1,3,4,7,5,Yes,Tier 2,5,3,7,2,3,3,4,5,Yes,No
8.22,10,0,0,6,7,6,4,No,Tier 2,1,9,6,1,4,1,10,1,No,Yes
7.29,4,2,1,4,1,2,10,No,Tier 2,1,4,7,7,5,5,2,2,No,Yes
7.73,9,4,3,6,2,4,9,Yes,Tier 1,2,6,9,5,1,3,9,3,Yes,Yes
9.71,1,0,0,7,10,3,2,No,Tier 3,0,8,9,2,8,4,10,2,No,No
6.93,9,4,0,8,5,9,1,No,Tier 2,4,4,10,4,4,3,1,0,Yes,Yes
9.81,8,2,2,6,9,6,4,Yes,Tier 3,1,6,9,3,10,2,5,5,Yes,Yes
9.53,5,3,2,4,6,2,10,No,Tier 2,0,0,10,6,5,5,10,4,No,No
5.98,6,3,1,9,3,2,3,No,Tier 2,4,4,6,3,4,3,6,2,No,Yes
5.35,7,3,3,7,3,3,9,No,Tier 2,2,7,1,10,2,7,10,3,No,No
5.5,4,4,0,9,7,5,3,Yes,Tier 2,5,1,4,9,9,3,2,2,Yes,No
5.09,6,3,1,3,3,6,3,No,Tier 2,4,7,8,7,1,5,1,3,No,Yes
5.47,7,1,1,5,10,5,10,Yes,Tier 3,5,4,5,3,1,1,5,5,No,Yes
8.42,6,0,2,1,3,1,7,Yes,Tier 3,3,7,1,10,8,3,2,3,Yes,Yes
5.36,6,0,1,8,10,1,2,Yes,Tier 2,5,1,6,4,1,1,6,0,Yes,Yes
6.59,2,2,1,1,7,7,8,No,Tier 2,2,7,1,2,6,6,9,5,Yes,Yes
9.22,5,5,2,1,9,10,6,Yes,Tier 2,1,4,1,1,3,7,1,3,Yes,No
5.12,3,4,1,7,9,7,9,Yes,Tier 1,3,3,1,2,6,10,7,3,Yes,Yes
9.07,7,0,1,8,3,10,8,No,Tier 3,0,8,7,2,8,1,10,0,Yes,Yes
6.41,4,4,0,3,8,6,4,Yes,Tier 2,1,2,10,6,1,6,4,4,Yes,Yes
5.59,1,2,1,2,1,9,8,No,Tier 2,3,2,7,4,1,8,1,5,Yes,Yes
8.48,6,3,2,7,8,2,4,Yes,Tier 2,5,7,8,4,6,3,6,0,Yes,Yes
8.14,6,5,2,10,2,1,5,Yes,Tier 1,5,1,6,4,8,3,4,2,Yes,No
9.39,7,2,0,5,4,6,10,Yes,Tier 2,2,2,10,5,4,3,4,1,Yes,No
8.68,8,1,2,1,7,6,7,Yes,Tier 1,3,7,6,9,8,4,6,5,Yes,No
9.02,3,3,2,2,6,9,6,Yes,Tier 1,3,8,6,7,3,4,6,4,Yes,No
6.41,6,3,2,3,9,10,5,Yes,Tier 1,5,0,1,5,6,10,9,0,No,Yes
5.89,10,3,1,6,8,1,2,Yes,Tier 2,5,7,2,1,4,9,8,2,Yes,Yes
8.75,2,2,0,1,2,1,5,No,Tier 2,1,9,3,7,8,5,8,1,Yes,Yes
9.03,9,1,3,8,4,10,10,Yes,Tier 1,5,6,8,9,6,4,9,3,Yes,Yes
9.95,2,5,0,2,1,6,7,Yes,Tier 1,3,1,8,7,3,9,4,4,No,No
7.06,3,4,0,5,7,5,6,No,Tier 2,4,0,1,3,6,10,7,4,Yes,Yes
6.86,10,2,0,8,4,6,6,Yes,Tier 3,5,6,5,5,5,4,5,5,Yes,No
8.88,2,0,3,5,8,6,5,No,Tier 1,1,7,4,8,9,1,1,3,No,No
6.7,9,0,3,8,2,4,9,Yes,Tier 2,4,0,1,7,10,7,3,1,Yes,Yes
9.65,1,2,2,6,8,10,1,No,Tier 3,3,3,6,5,2,10,7,5,No,Yes
9.29,5,4,1,7,2,8,4,Yes,Tier 2,5,2,7,10,8,9,3,3,Yes,No
7.14,1,0,2,8,8,5,7,Yes,Tier 1,4,4,1,9,10,8,9,1,No,No
8.75,5,4,2,3,1,6,1,Yes,Tier 2,2,8,1,10,2,9,4,4,Yes,Yes
8.77,8,3,3,5,2,2,4,No,Tier 3,5,0,6,4,1,4,2,5,Yes,Yes
5.52,8,2,2,10,5,1,6,Yes,Tier 1,2,2,3,7,5,10,6,1,Yes,Yes
9.51,8,3,2,7,1,8,10,Yes,Tier 1,3,1,5,6,9,4,7,0,No,Yes
7.53,2,0,3,9,5,6,8,No,Tier 1,4,0,6,3,9,1,9,5,Yes,Yes
9.13,8,4,0,6,5,9,7,No,Tier 1,3,5,3,2,7,6,1,4,Yes,Yes
6.6,5,3,0,10,7,5,9,Yes,Tier 2,2,5,10,5,10,2,6,1,Yes,No
9.48,1,0,3,1,2,8,7,Yes,Tier 1,4,8,3,7,10,9,5,2,No,Yes
6.95,7,1,1,8,2,7,3,Yes,Tier 1,2,7,5,9,8,1,2,1,No,Yes
5.05,6,3,2,6,6,10,10,No,Tier 2,4,1,7,1,6,7,6,1,Yes,Yes
9.53,5,1,0,1,10,1,4,Yes,Tier 2,5,8,1,2,2,10,1,5,Yes,Yes
5.46,1,1,3,4,3,7,3,Yes,Tier 3,1,5,1,1,8,8,9,5,Yes,Yes
6.6,1,5,1,6,8,4,9,Yes,Tier 3,3,8,9,4,4,5,6,4,Yes,Yes
9.75,6,0,2,10,3,6,8,No,Tier 1,5,6,10,9,3,1,3,1,Yes,No
9.75,10,2,3,1,10,9,10,Yes,Tier 3,5,7,8,8,2,1,2,3,Yes,Yes
7.87,7,4,3,10,4,9,9,Yes,Tier 1,4,9,8,4,9,5,9,2,Yes,Yes
8.16,10,0,3,5,7,9,10,No,Tier 2,5,6,6,10,4,1,10,3,Yes,Yes
7.24,10,5,2,3,1,5,10,No,Tier 1,5,7,10,6,1,9,6,5,No,Yes
6.47,1,5,0,7,1,4,2,Yes,Tier 3,4,8,7,6,10,10,1,3,No,No
6.64,9,3,2,8,9,6,5,No,Tier 2,1,5,6,3,2,9,2,3,Yes,No
8.36,4,4,2,3,6,10,5,No,Tier 2,0,9,3,1,4,9,2,4,Yes,No
8.76,5,5,0,10,5,5,7,No,Tier 1,1,6,7,8,8,7,9,0,Yes,No
8.96,2,2,3,3,2,10,4,Yes,Tier 1,4,1,7,6,5,10,1,2,Yes,Yes
8.95,10,0,1,3,2,5,4,No,Tier 2,5,6,6,5,3,9,8,0,Yes,Yes
5.46,8,2,1,6,7,8,8,Yes,Tier 2,5,0,3,7,2,7,8,0,Yes,Yes
7.47,2,3,0,6,6,10,1,Yes,Tier 2,0,9,2,6,4,1,8,4,No,Yes
5.29,3,0,0,3,8,5,6,No,Tier 2,5,3,1,8,2,10,7,1,Yes,Yes
7.75,9,3,3,6,3,1,9,No,Tier 1,2,9,9,5,8,5,5,1,No,Yes
7.21,2,4,1,9,3,5,2,No,Tier 3,3,2,7,9,7,3,9,4,No,Yes
9.44,6,4,1,8,5,5,5,No,Tier 1,0,3,5,10,4,1,10,5,Yes,Yes
6.75,4,2,3,7,10,5,10,Yes,Tier 1,2,4,5,9,9,9,2,4,Yes,No
5.59,7,2,0,7,4,3,10,Yes,Tier 2,5,9,4,5,6,3,9,5,Yes,Yes
5.71,6,4,0,8,8,9,9,Yes,Tier 2,4,3,9,7,8,7,3,5,Yes,Yes
8.81,10,1,3,7,6,5,4,No,Tier 1,0,3,4,2,4,4,7,5,No,No
8.09,9,4,0,3,8,2,9,No,Tier 2,1,7,7,5,6,10,3,2,No,Yes
5.51,9,0,2,8,7,5,8,No,Tier 3,5,1,8,6,10,7,6,3,Yes,Yes
5.42,10,3,0,8,2,9,9,Yes,Tier 2,3,0,10,4,6,8,9,0,Yes,Yes
8.5,4,4,2,1,9,8,2,Yes,Tier 1,5,7,5,3,5,2,6,1,No,No
5.36,1,4,1,10,6,6,10,Yes,Tier 1,1,6,10,9,4,2,2,5,No,Yes
9.11,2,5,1,5,6,9,5,Yes,Tier 1,1,1,9,6,5,1,1,5,Yes,No
8.53,8,3,0,5,2,7,10,No,Tier 2,3,2,5,9,8,7,5,4,Yes,Yes
5.41,10,5,3,1,9,2,9,Yes,Tier 1,1,0,9,9,5,2,2,4,No,Yes
5.42,8,3,0,6,1,1,5,Yes,Tier 2,4,5,10,3,2,3,9,3,No,Yes
9.93,2,0,3,6,6,3,4,Yes,Tier 1,1,3,9,10,3,6,1,4,No,Yes
6.87,4,3,1,4,8,4,8,Yes,Tier 2,4,7,10,4,3,2,4,0,Yes,Yes
6.85,1,2,1,6,2,9,6,No,Tier 2,1,2,3,6,1,9,6,1,Yes,Yes
9.06,7,4,1,6,3,5,2,Yes,Tier 3,5,0,1,10,5,1,5,5,Yes,Yes
9.74,4,3,3,1,10,2,8,Yes,Tier 1,4,9,1,3,4,7,2,5,Yes,Yes
9.93,8,0,3,5,10,10,5,Yes,Tier 2,0,0,6,1,1,3,7,3,No,Yes
8.77,9,3,1,2,7,5,7,No,Tier 1,4,5,9,10,10,4,4,5,No,Yes
6.88,9,4,0,7,1,2,4,Yes,Tier 3,5,6,7,3,4,5,1,3,Yes,Yes
5.42,3,1,3,9,5,9,9,Yes,Tier 2,3,7,2,3,4,4,8,2,Yes,Yes
8.89,5,3,2,9,6,6,2,No,Tier 2,1,0,6,1,3,1,10,3,Yes,Yes
7.79,6,2,1,9,10,5,10,Yes,Tier 2,5,4,9,5,7,9,7,1,Yes,Yes
7.12,6,4,3,7,7,2,9,No,Tier 3,0,4,3,9,7,9,10,0,Yes,No
9.53,10,0,1,7,10,7,4,No,Tier 1,1,5,6,4,1,2,4,4,Yes,Yes
5.56,8,4,2,1,10,7,6,Yes,Tier 2,5,8,7,2,7,10,1,0,Yes,No
7.46,6,5,0,6,7,2,5,Yes,Tier 1,4,2,2,5,1,9,7,0,No,Yes
5.06,6,1,2,5,3,10,3,No,Tier 2,1,0,9,3,10,6,3,1,Yes,No
7.34,4,0,0,8,7,6,7,No,Tier 3,5,2,10,4,9,2,8,2,No,No
5.28,7,1,0,8,1,10,4,No,Tier 1,2,7,10,7,6,8,10,5,Yes,Yes
5.59,8,1,3,4,4,10,1,Yes,Tier 1,0,9,5,4,7,10,6,3,Yes,Yes
5.59,3,2,0,1,7,3,8,Yes,Tier 1,5,2,6,4,10,1,7,2,Yes,Yes
8.25,7,3,0,6,7,8,3,Yes,Tier 2,2,6,2,1,3,10,10,2,No,Yes
8.73,3,2,0,10,4,5,6,Yes,Tier 2,1,8,7,1,7,3,5,2,Yes,No
7.92,8,2,1,1,1,8,2,Yes,Tier 1,4,7,4,6,9,5,8,4,No,Yes
9.81,1,5,3,5,8,7,9,Yes,Tier 1,0,4,5,3,10,1,3,0,No,Yes
6.87,1,2,3,5,4,8,4,No,Tier 2,5,7,7,3,10,6,2,0,Yes,No
6.43,6,0,0,3,2,1,7,Yes,Tier 2,0,0,6,6,2,2,1,2,Yes,Yes
9.34,10,3,1,5,4,6,9,Yes,Tier 2,4,1,5,4,5,10,10,2,Yes,Yes
6.12,9,3,0,6,8,3,3,Yes,Tier 2,0,2,3,2,3,6,4,3,Yes,No
9.82,4,0,3,5,8,5,3,Yes,Tier 2,5,3,6,1,2,8,5,4,Yes,Yes
5.06,6,2,3,1,5,2,3,No,Tier 1,4,0,6,3,9,5,8,3,No,No
9.85,5,2,3,7,2,4,5,No,Tier 3,5,7,6,5,2,7,3,4,Yes,No
5.22,1,1,3,3,7,6,10,No,Tier 2,2,3,1,6,2,7,6,5,Yes,Yes
9.46,6,1,1,7,3,1,6,No,Tier 1,1,6,2,4,3,4,8,2,No,Yes
7.64,9,5,2,5,6,2,3,Yes,Tier 3,0,9,9,5,6,7,9,4,No,Yes
9.96,3,4,2,3,9,2,10,Yes,Tier 3,0,1,9,2,6,10,6,0,Yes,Yes
5.37,3,1,1,6,5,9,9,Yes,Tier 1,0,5,9,6,7,4,7,1,No,Yes
7.77,2,3,0,1,9,5,1,Yes,Tier 2,2,8,5,9,2,4,7,0,Yes,No
9.85,4,0,3,6,4,5,7,No,Tier 1,4,6,5,8,1,10,3,2,Yes,Yes
7.62,10,2,3,4,9,6,9,Yes,Tier 2,5,6,4,4,2,10,9,0,Yes,Yes
8.15,3,4,3,4,1,10,5,Yes,Tier 2,4,2,8,5,10,1,10,4,Yes,Yes
8.48,2,1,1,5,4,3,3,Yes,Tier 3,2,6,8,10,9,1,3,4,Yes,No
7.27,1,4,1,9,1,9,10,No,Tier 2,1,8,2,9,2,1,6,2,Yes,Yes
8.14,3,0,3,1,9,3,4,Yes,Tier 2,5,6,9,5,7,5,8,3,No,Yes
7.92,10,0,3,3,8,4,8,Yes,Tier 2,2,1,1,7,1,4,10,4,Yes,Yes
9.51,6,4,0,4,8,9,3,Yes,Tier 1,5,6,4,7,9,3,10,5,Yes,Yes
5.23,9,4,2,2,7,10,5,No,Tier 3,0,9,3,8,6,6,1,0,No,No
6.4,5,5,1,9,9,8,3,Yes,Tier 2,1,8,2,7,9,7,7,2,Yes,Yes
9.75,3,4,2,7,3,6,6,Yes,Tier 3,3,6,10,2,9,2,6,5,Yes,Yes
9.45,5,2,3,1,7,8,1,Yes,Tier 2,1,0,1,8,6,2,4,5,Yes,Yes
7.28,5,3,2,9,6,1,7,Yes,Tier 2,5,6,9,7,6,8,5,0,Yes,No
8.1,5,1,2,6,5,4,6,No,Tier 2,2,0,5,7,3,5,2,1,Yes,Yes
6.39,7,1,1,2,9,10,6,Yes,Tier 1,5,1,4,5,8,5,8,5,Yes,Yes
5.94,5,1,1,1,4,4,3,No,Tier 2,0,8,1,2,1,7,8,2,Yes,Yes
7.32,7,4,0,6,3,2,1,No,Tier 2,5,2,10,1,6,5,9,0,Yes,Yes
6.77,9,4,3,7,3,2,1,Yes,Tier 2,1,7,6,6,8,6,2,3,No,Yes
7.92,5,5,0,10,2,10,7,Yes,Tier 3,4,0,6,1,9,9,5,5,No,Yes
5.39,2,4,1,6,1,9,4,No,Tier 3,1,8,7,7,4,9,7,3,Yes,Yes
9.87,5,5,0,7,3,6,6,No,Tier 3,3,9,7,9,4,9,10,0,No,Yes
9.93,8,5,2,6,8,7,4,Yes,Tier 3,5,5,2,10,3,6,3,4,Yes,Yes
8.49,4,2,2,8,6,4,8,Yes,Tier 2,5,0,6,6,1,9,10,4,No,Yes
7.68,2,2,1,2,2,3,9,No,Tier 2,5,6,3,6,10,10,4,0,No,Yes
6.55,10,2,2,9,8,3,2,Yes,Tier 1,1,4,2,1,1,3,3,4,No,Yes
9.07,3,2,3,9,5,5,1,No,Tier 2,1,4,4,10,2,6,4,5,No,Yes
8.42,9,0,1,9,4,6,1,No,Tier 2,5,8,7,8,1,8,7,4,No,Yes
5.81,9,2,3,7,1,2,7,Yes,Tier 2,1,5,5,2,1,2,8,4,Yes,Yes
9.55,8,2,1,9,1,7,2,No,Tier 2,0,8,7,4,6,2,6,2,No,No
9.11,8,2,1,1,4,7,3,No,Tier 1,2,1,10,7,5,8,9,4,Yes,Yes
9.75,8,5,2,3,9,1,4,Yes,Tier 2,0,3,4,2,5,1,5,5,Yes,Yes
8.63,8,1,1,2,10,7,9,Yes,Tier 1,1,5,1,2,1,9,10,4,Yes,No
8.07,8,1,1,1,10,4,10,No,Tier 1,4,2,6,5,3,3,2,0,Yes,No
7.09,1,1,0,5,6,4,2,No,Tier 2,4,9,8,10,7,1,1,5,Yes,No
9.66,6,3,2,1,1,3,10,Yes,Tier 2,4,9,1,4,6,1,7,2,No,No
9.33,9,0,3,3,8,9,2,No,Tier 2,1,2,7,9,6,7,1,1,Yes,Yes
5.23,8,5,1,6,9,3,1,Yes,Tier 1,1,9,7,7,8,2,2,2,Yes,Yes
5.13,3,4,3,6,2,4,8,Yes,Tier 2,3,9,1,4,5,2,6,4,No,Yes
6.88,1,5,0,3,6,3,8,No,Tier 2,3,0,2,9,10,2,8,1,Yes,Yes
9.05,2,2,1,4,7,8,5,No,Tier 2,2,4,10,2,2,2,10,0,Yes,Yes
9.94,2,1,3,7,1,8,3,No,Tier 1,1,5,2,9,4,9,8,4,Yes,Yes
5.75,7,5,2,6,5,10,1,No,Tier 2,1,3,10,8,3,6,8,4,Yes,Yes
7.97,6,0,0,2,5,8,2,Yes,Tier 1,4,8,4,10,2,6,7,0,Yes,No
6.9,2,2,0,9,3,5,9,Yes,Tier 1,3,5,2,5,8,10,2,2,Yes,Yes
9.85,8,3,3,6,2,7,8,Yes,Tier 1,5,2,5,2,10,2,3,2,Yes,Yes
9.21,9,4,1,2,1,3,10,Yes,Tier 1,5,6,8,5,4,4,5,3,Yes,No
9.19,7,2,1,7,6,8,4,No,Tier 2,0,4,2,2,5,6,4,3,No,No
7.34,4,4,2,10,7,10,3,Yes,Tier 1,3,8,8,9,9,6,2,4,No,Yes
7.07,1,5,2,10,2,2,5,No,Tier 2,5,4,4,2,9,6,6,5,Yes,Yes
6.37,4,2,1,4,2,8,8,Yes,Tier 2,2,6,7,7,6,4,9,1,No,Yes
5.28,4,3,0,1,5,6,10,Yes,Tier 2,0,5,6,9,9,9,3,1,Yes,Yes
9.32,8,5,2,10,5,2,6,Yes,Tier 2,4,9,4,2,1,10,9,5,Yes,Yes
9.06,4,0,2,9,3,6,10,No,Tier 3,3,2,6,8,5,7,7,2,Yes,Yes
10.0,4,4,0,10,3,10,4,No,Tier 2,5,9,3,7,7,1,5,0,No,Yes
9.98,2,4,1,8,1,2,8,Yes,Tier 1,1,6,10,1,7,8,5,1,No,Yes
7.78,10,0,3,5,3,3,4,Yes,Tier 2,5,3,4,7,2,3,8,3,No,Yes
8.84,7,4,2,3,9,5,5,No,Tier 2,2,5,4,6,9,1,8,3,Yes,Yes
9.72,4,5,0,4,2,1,2,No,Tier 3,2,5,9,4,1,4,3,4,Yes,No
9.25,6,1,2,3,1,9,10,No,Tier 2,0,2,1,1,9,4,2,5,Yes,Yes
6.24,3,0,0,10,9,10,4,Yes,Tier 1,0,1,8,10,1,2,8,1,No,Yes
7.25,7,3,2,8,5,3,10,Yes,Tier 1,2,2,9,1,3,9,6,1,No,No
5.65,6,2,1,5,8,1,10,Yes,Tier 2,3,7,8,9,10,2,2,2,No,Yes
9.77,3,2,0,8,4,6,3,Yes,Tier 2,1,0,5,5,1,5,2,3,No,No
8.03,4,0,3,1,8,1,8,Yes,Tier 1,4,2,8,2,6,5,1,0,Yes,Yes
6.14,10,1,3,9,5,3,8,No,Tier 2,1,5,5,10,6,6,1,2,Yes,Yes
8.36,5,5,2,10,6,7,7,Yes,Tier 2,3,6,7,5,2,3,5,3,Yes,No
8.09,9,3,3,3,6,4,6,No,Tier 2,0,9,4,3,10,7,9,5,Yes,Yes
6.79,6,2,2,1,6,9,9,Yes,Tier 1,4,3,10,9,3,5,6,3,Yes,No
5.57,4,2,0,3,2,7,4,Yes,Tier 3,1,7,6,6,7,6,6,0,No,Yes
8.36,7,5,0,2,10,5,4,Yes,Tier 2,1,7,6,4,8,6,8,0,Yes,Yes
7.6,2,1,3,7,10,9,6,Yes,Tier 3,4,3,6,10,7,7,3,1,Yes,Yes
8.86,4,4,3,10,9,3,1,Yes,Tier 1,2,3,1,4,8,7,3,4,No,Yes
7.6,5,0,1,4,7,8,2,Yes,Tier 2,4,4,3,1,4,4,9,0,No,Yes
